L1,L2
Several parts of North India are in grip of cold wave.,देश के अधिकतर उत्तरी भागों में शीत लहर जारी है।
The weather department also predicted a thunderstorm accompanied by hail for low hills and plains over the next two days.,हिमाचल प्रदेश के लिए मौसम विभाग ने अगले दो दिनों में भारी वर्षा और बर्फबारी की औरेंज और येलो चेतावनी जारी की है।
"However, most of the middle and high hills of the state including Shimla, Kufri, Manali, Dalhousie and Kalpa shivered at below freezing point.","शिमला, मनाली, कुफरी, डलहॉजी, केलांग और कल्पा में तापमान शून्य से नीचे रहा।"
"Strongly condemning the mob attack on the historic Sikh shrine, SGPC chief appealed to the Pakistan government to take stern action against culprits.",ऐतिहासिक गुरुद्वारे पर भीड़ के हमले की कड़ी निंदा करते हुए लोंगोवाल ने पाकिस्तान सरकार से दोषियों के खिलाफ कड़ी कार्रवाई करने की अपील की।
"Defence Spokesman told AIR News, Jammu that at about 1215 hrs Pakistani troops started firing with small arms and then shelling with mortars along Line of Control in Krishna Ghati sector of Poonch district.",रक्षा प्रवक्ता ने आकाशवाणी को बताया कि पाकिस्तानी सेना ने दोपहर में जिले के कृष्णा घाटी सेक्टर में नियंत्रण रेखा के निकट छोटे हथियारों से गोलीबारी की और बाद में मोर्टार से गोले दागे।
"In a travel advisory issued as a security on Friday, the United States Embassy in Baghdad has asked all American citizens to leave Iraq immediately, due to heightened tensions in Iraq and the region.",बगदाद में अमरीकी दूतावास ने आज यात्रा संबंधी एक परामर्श जारी करके इराक में रह रहे सभी अमरीकी नागरिकों से तुरंत देश छोड़ने को कहा है।
The attack came after the US killing of top Iranian general Qasem Soleimani in Iraq last week.,यह हमला ईरान की कुद्स सेना के कमांडर लेफ्टिनेंट जनरल क़ासिम सुलेमानी की शहादत का बदला लेने के लिये किया गया।
India made 144 runs for the loss of 3 wickets in  17.3 overs.,उन्होंने 120 वनडे में 1544 रन बनाने के अलावा 173 विकेट हासिल किये।
India made 144 runs for the loss of 3 wickets in  17.3 overs.,24 ट्वेंटी-ट्वेंटी अंतरराष्ट्रीय मैचों में इरफान ने 172 रन बनाये और 28 विकेट लिये।
"He played 29 Tests, 120 ODIs and 24 T20Is. He was part of the victorious Indian team at the 2007 World Twenty20 and was the man-of-the-match in the final against Pakistan.",वह 2007 में ट्वेंटी-ट्वेंटी विश्वकप खिताब जीतने वाली भारतीय टीम का हिस्सा थे और पाकिस्तान के खिलाफ फाइनल मैच में उन्हें मैन आफ द मैच चुना गया था।
Mr Sonowal requested the teachers and parents to encourage their children to come and enjoy the games.,उन्होंने शिक्षकों और अभिभावकों से अनुरोध किया है कि वे अपने बच्चों के साथ आयें और खेलों का आनन्द लें।
CEO of the games Avinash Joshi said that all preparations have been made for the games.,खेल के मुख्य कार्यकारी अधिकारी अविनाश जोशी ने बताया है कि खेलों में अंतरराष्ट्रीय स्तर की तकनीक का उपयोग होगा।
"Green Zone, which is a protected area in Baghdad, houses the US embassy, government buildings and other foreign missions.","बगदाद में इस आरक्षित क्षेत्र में अमरीकी दूतावास, सरकारी भवन और अन्य विदेशी दूतावास अवस्थित हैं।"
"Inaugurating the games, Chief Minister Sarbanand Sonowal said that the Assam Government has taken various steps to promote sports.",असम के मुख्यमंत्री सर्बानन्द सोनोवाल ने कहा है कि राज्य सरकार ने केन्द्र को संशोधित नागरिकता कानून के बारे में नियम तैयार करने का सुझाव दिया है।
"The first T20 International between India and Sri Lanka was called off without a ball being bowled due to wet outfield, caused by a spell of heavy rain in Guwahati last night.",तीन टवेंटी-टवेंटी अंतर्राष्टीय क्रिकेट मैचों की श्रृंखला का पहला मैच गुवाहाटी में भारी वर्षा के कारण रद्द कर दिया गया था।
Tensions have been escalating in the region following killing of a top Iranian military commander in Baghdad by the US forces.,इराक के बगदाद में अमरीकी हवाई हमले में ईरान का शीर्ष कमांडर मारा गया है।
Mr Shah said this while addressing the gathering in New Delhi yesterday after releasing the book titled - Karmayoddha Granth based on the life of Mr Modi and the work done by him as the Prime Minister.,आज नई दिल्ली में श्री नरेन्द्र मोदी के जीवन और प्रधानमंत्री के रूप में उनके कार्यो पर आधारित कर्म योद्धा ग्रंथ नाम की एक पुस्तक के विमोचन समारोह में उन्होंने कहा कि मौजूदा सरकार के खिलाफ भ्रष्टाचार का एक भी आरोप नहीं है।
"A call can be made on this number from any mobile phone and not just smart phones, thus, providing easy access to all mobile users.","इस नम्बर पर केवल स्मार्ट फोन से ही नहीं, बल्कि किसी भी मोबाइल फोन से सम्पर्क किया जा सकता है।"
"Prime Minister Narendra Modi will tomorrow inaugurate the conference to be attended by over 15,000 delegates including Nobel laureates, scientists, academicians, students, farmers among others.","इसमें नोबेल पुरस्कार विजेताओं, वैज्ञानिकों, शिक्षकों, विद्यार्थियों और किसानों सहित पन्द्रह हजार से अधिक प्रतिनिधियों के भाग लेने की उम्मीद है।"
"Women, Farmers, Children and Science communicators will have exclusive deliberations during this science congress.","इसमें किसानों, बच्चों और विज्ञान वार्ताकारों के विशेष परिचर्चा कार्यक्रम भी रखे गए हैं।"
External Affairs Ministry said that this is in keeping with the provisions of the 2008 Agreement under which such lists are exchanged on 1st January and 1st July every year.,विदेश मंत्रालय ने कहा है कि दोनों देशों के बीच 2008 में हुए समझौते के प्रावधानों के तहत इन सूचियों की अदला-बदली की गई।
The meeting held under the chairmanship of Revenue Secretary Dr Ajay Bhushan Pandey decided to constitute a Committee of Centre and State officers to examine and implement quick measures to curb fraudulent refund claims.,राजस्व सचिव डॉ. अजय भूषण पांडे की अध्यक्षता में हुए सम्मेलन में वस्तु और सेवाकर प्रणाली को सरल बनाने और राजस्व संबंधी खामियों को दूर करने पर विचार-विमर्श किया गया।
"The agency has attached movable and immovable assets consisting of Land, Real Estate Projects, Residential Houses and fixed deposits under Prevention of Money Laundering Act. ED initiated investigations on the basis of FIRs registered at various Police Stations in Faridabad and Charge-sheets filed by Haryana Police.","निदेशालय ने धनशोधन रोकथाम अधिनियम के अंतर्गत, जो चल और अचल परिसम्पत्तियां कुर्क की हैं, उनमें भूमि, भवन-निर्माण परियोजनाएं, रिहायशी मकान और फिक्स्ड डिपोजिट संबंधी कागजात शामिल हैं।"
"He said, the visit has been organized at a short notice.",श्री कुमार ने कहा कि इस यात्रा का आयोजन संक्षिप्त नोटिस पर किया गया।
"The third edition of the Prime Minister’s Interaction with school students, ""Pariksha Pe Charcha-2020"", will be held at Talkatora Stadium in New Delhi on the 20th of this month.",प्रधानमंत्री नरेन्द्र मोदी परीक्षा पे चर्चा-2020 कार्यक्रम में इस महीने की बीस तारीख को नई दिल्ली में स्कूली छात्रों से विचारों का आदान-प्रदान करेंगे।
Ada Yonath and Bharat Ratna awardee Prof C.N.R. Rao today.,नोबेल पुरस्कार विजेता एडा योनाथ और भारत रत्न से सम्मानित प्रोफेसर सी एन आर राव ने राष्ट्रीय किशोर वैज्ञानिक सम्मेलन का उद्घाटन किया।
Pooja Tamta from Riverain Public School in Dehradun shares her joy over receiving the award from Prof Rao. Another winner of the Essay writing competition Anhad Singh from St. John High School in Chandigarh has this to say about his academic choice.,देहरादून के रिवररेन पब्लिक स्कूल की पूजा टमटा ने प्रोफेसर राव से पुरस्कार प्राप्त करने पर खुशी व्यक्त की।
Several other petitions have been filed relating to the NRC in Assam and the bench issued notices to the Centre and Assam Govt and sought response within four weeks.,असम में एन आर सी के बारे में कई याचिकाएं दाखिल की गई हैं।
"A petition was also heard in which it was stated that around 60 children have been excluded from the NRC but their parents have been granted citizenship through NRC. Attorney General K K Venugopal and Solicitor General Tushar Mehta, appearing for the Centre and the Assam government, said such children will not be separated from their parents.",पीठ ने एक और याचिका पर सुनवाई की जिसमें कहा गया है कि करीब साठ बच्चे एन आर सी से बाहर कर दिये गये हैं लेकिन उनके अभिभावकों को एन आर सी के जरिये नागरिकता दे दी गई।
This team has been sent by the Union ministry of health and family welfare for gap analysis and to take quick measures.,केन्द्रीय स्वास्थ्य और परिवार कल्याण मंत्रालय ने यह दल समस्या का पता लगाने और तुरंत उपाय करने के लिए भेजा है।
The three day conference is organised by KaviKuluguru Kalidas Sanskrit University (KKSU) to discuss the subjects related to Oriental learning for the purpose of research in the field of Indian literature mostly based on the Sanskrit literature.,तीन दिन के इस सम्मेलन का आयोजन कवि कुलगुरु कालिदास संस्कृत विश्वविद्यालय ने किया है।
The three day conference is organised by KaviKuluguru Kalidas Sanskrit University (KKSU) to discuss the subjects related to Oriental learning for the purpose of research in the field of Indian literature mostly based on the Sanskrit literature.,इसमें मोटे तौर पर संस्कृत साहित्य पर आधारित भारतीय साहित्य के क्षेत्र में शोध के उद्देश्य से ऑरियंटल लर्निंग संबंधी विषयों पर चर्चा हो रही है।
Hong Kong was readying for a massive pro-democracy rally after seeing in the New Year with an evening of peaceful protests.,हांगकांग में लोकतंत्र समर्थक नये साल की शाम को शांतिपूर्ण प्रदर्शन के बाद एक बड़े प्रदर्शन की तैयारी कर रहे थे तभी प्रदर्शनकारियों और पुलिस के बीच हुई झड़प के बाद यह संघर्ष में बदल गया।
The city has been battered by more than six months of unrest with millions marching.,पिछले छह महीनों से अधिक समय से शहर में प्रदर्शनों के कारण अशांति रही है।
Four people were seriously hurt in the blast.,सोमवार से इस भयानक आग के कारण चार लोग मारे गये।
A board of inquiry has been ordered by the Air Headquarters to determine the cause of the accident.,दुर्घटना की जांच के लिए समिति गठित करने का आदेश दे दिया गया है।
CAT 2019 saw the highest number of test takers in last 10 years.,इस वर्ष की परीक्षा में पिछले दस वर्ष की तुलना में सबसे अधिक उम्मीदवार बैठे थे।
Supreme Leader of the Islamic Revolution Ayatollah Seyyed Ali Khamenei stated on Wednesday that the ‘corruptive presence’ of the United States in the region must end.,ईरान के शीर्ष नेता अयातुल्ला खमेनी ने कहा है कि पश्चिमी एशिया क्षेत्र में अमरीका की मौजूदगी का खात्मा जरूरी हो गया है।
He was addressing thousands of people from Qom Province on the occasion of the anniversary of the 1978 uprising.,उन्होंने आज राजधानी तेहरान में 1978 की क्रांति की वर्षगांठ के उपलक्ष्य में कुम प्रांत से आये हजारों लोगों को संबोधित करते हुए यह बात कही।
"The group comprised envoys from USA, South Korea, Vietnam, Bangladesh, Fiji, Maldives, Norway, Philippines, Morocco, Argentina, Peru, Niger, Nigeria, Guyana and Togo.","अमरीका के अलावा बांग्लादेश, वियतनाम, नॉर्वे, मालदीव, दक्षिण कोरिया, मोरक्को और नाइजीरिया के राजनयिक इस प्रतिनिधिमंडल में शामिल हैं।"
He said he will talk to Chief justice SA Bobde and decide accordingly.,पीठ ने कहा कि इस संबंध में प्रधान न्यायाधीश न्यायमूर्ति एस.ए.बोबड़े से चर्चा के बाद फैसला किया जाएगा।
"Rain lashed Delhi and NCR this morning, bringing the mercury down and also causing traffic snarls in various parts of Delhi.",दिल्ली और राष्ट्रीय राजधानी क्षेत्र में बारिश से तापमान में गिरावट आई है।
"According to railways, twenty-one trains were running late for up to five hours due to bad weather.","रेलवे के अनुसार, उत्तरी रेलवे की 16 रेलगाड़ियां खराब मौसम के कारण देरी से चल रही हैं।"
"Met Department predicts that hail is likely to occur at isolated places in Dehradun, Haridwar, Udham Singh Nagar, Pauri and Nainital districts of Uttarakhand.","इस बीच, देहरादून स्थित मौसम विभाग ने 24 घंटों के दौरान देहरादून, हरिद्वार, उधमसिंहनगर, पौड़ी और नैनीताल जिले में ओला पड़ने की संभावना व्यक्त की है।"
State capital Shimla experienced seasons heaviest snowfall which blocked many circuit roads.,राजधानी शिमला में भी इस मौसम की सबसे अधिक बर्फबारी के कारण बहुत से मार्ग अवरूद्ध हो गये।
MeT department predicts that heavy snowfall may occur in hilly areas and rains with hail is likely to occur at isolated places and in plains.,मौसम विभाग ने ऊंचाई वाले इलाकों में वर्षा और हिमपात तथा मैदानी इलाकों में बारिश का अनुमान व्यक्त किया है।
